videoId,artists,title,tempo,key,mode,minor_score,bittersweet,key_strength,percussive,energy_rms,dynamics,brightness,rolloff,bandwidth,flatness,zcr,contrast,onset_rate,pulse_clarity,mfcc1,mfcc2,mfcc3,mfcc4,status
4u7kNELI76A,Mild High Club,Homage,73.8,D,minor,0.573,0.854,0.782,0.193,0.1805,0.25,1942.6,3783.4,1986.5,0.0121,0.0963,23.968,2.65,0.819,115.22,-29.14,17.24,-5.45,ok
-ryNfrDCpmI,s0rrow,unhappy,117.5,C#,major,0.448,0.896,0.417,0.29,0.2437,0.291,2484.2,5416.1,2670.6,0.019,0.0994,23.36,4.49,0.879,77.59,5.31,34.48,12.29,ok
4bWbobP6_IU,Oxitt,Got it,99.4,B,minor,0.744,0.512,0.828,0.277,0.1566,0.386,1436.6,3145.9,1492.5,0.0006,0.0696,25.642,3.89,0.79,136.74,-38.12,89.04,1.65,ok
RfjSLd44EqA,SWOX,Nope your too late i already died,117.5,E,minor,0.731,0.538,0.48,0.252,0.2299,0.489,1525.1,3640.6,2060.5,0.0229,0.0469,23.407,3.64,0.934,109.64,9.13,50.87,9.96,ok
Xf9v-Uvabxo,adore,did i tell u that i miss u,112.3,A,major,0.254,0.508,0.682,0.269,0.2978,0.345,1914.2,4452.6,2414.9,0.0078,0.0611,23.468,4.0,0.888,103.59,13.86,24.65,2.91,ok
sOr70cra9Q4,untitled,Restless,172.3,F#,major,0.24,0.48,0.817,0.226,0.1604,0.32,1922.2,3988.5,2170.4,0.0131,0.0819,23.431,1.56,0.819,102.97,-4.72,34.14,14.5,ok
POcZqfP3Ja4,"proderics, melodybloom",strangers,66.3,E,minor,0.657,0.686,0.625,0.418,0.1945,0.531,1642.7,3654.2,2303.0,0.0138,0.0568,21.341,4.15,0.877,116.54,23.18,23.3,6.99,ok
GmcW4dwXW20,mthu,i would end it tonight,80.7,D#,minor,0.567,0.866,0.662,0.288,0.2463,0.21,1536.0,3128.6,2022.7,0.0058,0.0631,23.31,5.23,0.811,131.61,15.03,28.84,1.06,ok
N9kNP7P4vJg,your warm arms,existing,99.4,G#,minor,0.517,0.966,0.79,0.088,0.2052,0.376,677.5,1025.4,1100.3,0.0001,0.029,25.184,3.99,0.834,185.59,9.0,54.13,-3.7,ok
Z397ravQmuQ,h4teboy,Why,95.7,C#,minor,0.709,0.582,0.812,0.28,0.1609,0.372,1544.3,3276.7,1666.4,0.002,0.0735,26.76,3.83,0.747,122.83,-14.41,84.81,-11.96,ok
yomHUNNfAvw,shambles,happier,112.3,F#,minor,0.736,0.528,0.827,0.128,0.1826,0.389,1577.1,3124.9,1845.0,0.0087,0.0692,24.147,4.0,0.756,138.2,-22.64,13.14,8.25,ok
q_FhS7i_qx4,urgxnt,Nope your too late i already died (Slowed),107.7,F,major,0.483,0.966,0.339,0.089,0.2335,0.48,1434.9,3174.2,2135.0,0.0036,0.0342,23.617,3.71,0.891,119.48,4.62,31.19,27.12,ok
Blacp0J3CfQ,Andrew Odom,Is That,136.0,G,minor,0.726,0.548,0.837,0.148,0.2478,0.281,1016.2,2113.3,1148.7,0.0002,0.0497,25.51,2.96,0.657,167.12,-39.1,69.69,32.96,ok
g-Zp8y3_mk8,IRSNa,Je te laisserai des mots (Piano Cover),152.0,D,major,0.497,0.994,0.738,0.048,0.0653,0.782,549.3,823.1,927.1,0.0002,0.0338,24.093,3.63,0.653,167.17,58.18,12.22,7.54,ok
NkzzjHaXfaw,Instupendo,Six Forty Seven,152.0,E,major,0.409,0.818,0.595,0.027,0.0868,0.687,796.2,1406.4,1051.8,0.0019,0.0389,24.923,1.87,0.825,149.9,25.6,32.76,10.55,ok
9AuzJ2GBCGw,Ólafur Järvinen,Debussy: Rêverie,92.3,F,major,0.272,0.544,0.835,0.029,0.0239,0.721,522.1,753.2,433.5,0.0,0.0433,27.096,1.92,0.635,167.52,52.68,2.06,-3.88,ok
nQJZq8_X-kM,Daniela Mlčúchová,Golden Hour (piano cover),57.4,G#,minor,0.676,0.648,0.675,0.049,0.0642,0.446,865.4,1482.0,983.6,0.0002,0.0615,25.798,1.85,0.828,191.91,-4.83,17.13,0.7,ok
lw-XGkNGLCM,Joshua Kyan Aalampour,The Forsaken Waltz,143.6,B,minor,0.649,0.702,0.791,0.07,0.0871,0.399,891.2,1576.5,913.8,0.0002,0.0578,25.828,3.14,0.645,205.01,-26.36,11.85,-2.07,ok
3oeQleJ77fU,ROAR,Christmas Kids,76.0,D,major,0.236,0.472,0.881,0.176,0.206,0.298,2282.0,4463.2,2275.0,0.0198,0.1183,23.046,2.65,0.831,90.55,-20.21,33.85,6.16,ok
HydkjjDNTmY,The Long Faces,Jane!,143.6,C#,minor,0.653,0.694,0.523,0.262,0.1198,0.241,2371.5,4807.9,2454.6,0.0185,0.1103,23.452,3.82,0.728,83.42,-7.88,41.97,11.96,ok
-Gnedsk9Ers,softsync,beanie (instrumental slowed & reverb with rain),107.7,C,major,0.29,0.58,0.703,0.056,0.2272,0.309,1666.9,3898.7,2417.7,0.0061,0.0377,22.096,1.82,0.904,102.68,23.93,36.83,16.98,ok
v3kHI_lgaCo,Teesa,Waltz of Cecilia,184.6,A,major,0.459,0.918,0.817,0.029,0.0567,0.431,445.2,685.2,438.0,0.0,0.0352,25.094,3.29,0.615,210.37,71.11,1.75,-5.3,ok
GwSSrwryxN0,Sidney Gish,Impostor Syndrome,117.5,E,minor,0.521,0.958,0.659,0.406,0.1416,0.383,2199.8,4364.9,2276.0,0.016,0.096,23.761,3.64,0.758,97.47,-4.47,32.52,6.88,ok
UnuEzP1rDLY,Dominic Fike,Babydoll,83.4,C,major,0.203,0.406,0.673,0.282,0.2585,0.375,2408.2,5330.0,2622.0,0.023,0.0913,22.554,3.91,0.728,84.95,9.65,26.14,5.93,ok
ii79JEPP6Wc,Damien Gauci,Mice On Venus,103.4,C,major,0.165,0.33,0.878,0.095,0.0332,0.788,444.6,696.6,568.9,0.0,0.0346,25.728,1.18,0.596,161.61,72.42,16.0,-1.23,ok
uY95HXiHqkk,Penguin Piano,Вечера (Vechera),129.2,E,minor,0.848,0.304,0.836,0.021,0.1251,0.4,518.0,751.2,547.1,0.0,0.0424,25.504,2.94,0.609,234.15,40.02,-7.46,3.27,ok
znfYwABeSZ0,Yann Tiersen,"Comptine d'un autre été, l'après-midi",198.8,D,major,0.456,0.912,0.859,0.031,0.0965,0.535,781.8,1347.3,850.5,0.0039,0.0516,26.785,3.93,0.626,185.05,1.98,-6.64,10.1,ok
PiCa76Ch5O8,Juan Arenosa,Cordelia,184.6,G,minor,0.777,0.446,0.875,0.048,0.1121,0.6,802.9,1365.1,964.8,0.001,0.0487,27.393,4.23,0.634,185.62,5.9,-4.3,-8.29,ok
dYk3QrSzHAA,Juan Arenosa,Cordelia,184.6,G,minor,0.776,0.448,0.877,0.048,0.112,0.601,801.3,1362.8,961.4,0.0014,0.0486,27.343,4.21,0.636,185.55,5.98,-4.32,-8.21,ok
XZfyyk0_Yqs,Patrick Watson,Je te laisserai des mots,129.2,D,major,0.399,0.798,0.885,0.064,0.1164,0.506,905.8,1547.8,1201.2,0.0013,0.0466,24.219,2.25,0.831,184.02,2.41,12.59,0.79,ok
e6Po2lDHD1I,Andrea Vanzo,"Amélie - Comptine d’un autre été, l’après-midi (reimagined)",129.2,E,minor,0.649,0.702,0.912,0.037,0.0537,0.52,714.7,1035.3,840.1,0.0001,0.0585,25.944,4.42,0.577,190.49,24.2,-2.76,1.47,ok
yAW3xEnDTqk,liana flores,"recently,",143.6,G,major,0.358,0.716,0.67,0.125,0.0818,0.427,1526.5,3020.0,1825.4,0.0025,0.065,26.034,3.95,0.69,118.37,0.85,47.9,2.4,ok
1viymmZUNjU,Sapiyano,Je te laisserai des mots,143.6,C,major,0.201,0.402,0.96,0.03,0.082,0.48,500.3,787.6,445.8,0.0,0.0368,25.777,3.05,0.687,209.36,40.44,-6.14,6.87,ok
-2yAEUp9v6M,Liana Flores,rises the moon,136.0,G,minor,0.56,0.88,0.422,0.056,0.1197,0.307,1010.1,1648.4,1685.5,0.0017,0.0347,25.415,3.22,0.656,148.61,30.92,28.72,26.73,ok
xfrnIQxSjAQ,GSPD,Героиновый шик,136.0,G#,major,0.438,0.876,0.687,0.339,0.2317,0.285,2012.8,4532.6,2420.0,0.014,0.0675,21.592,5.45,0.89,106.08,3.65,20.67,8.35,ok
kw0hi9j8b7s,Sleep Party People,I'm Not Human At All (Copenhagen X Sessions),117.5,B,minor,0.742,0.516,0.876,0.118,0.2581,0.421,1645.5,3422.4,1932.2,0.0067,0.0689,23.876,2.06,0.797,133.33,-11.12,15.37,-0.79,ok
sf5IoANFQU8,Masha i Medvedi,Ljubochka,117.5,G,major,0.41,0.82,0.763,0.26,0.1989,0.294,2156.4,4461.5,2245.1,0.0163,0.1046,23.018,4.22,0.846,101.38,-15.49,32.18,-0.11,ok
tLULDSpvDNE,LoVibe.,a good man with a broken heart - slowed,152.0,C#,minor,0.743,0.514,0.848,0.154,0.2148,0.407,1086.3,2127.6,1575.6,0.0052,0.0339,22.632,2.7,0.926,142.61,4.89,40.82,3.44,ok
k-v37rX_ZfY,LMRT,OPEN YOUR MIND,129.2,F#,major,0.333,0.666,0.445,0.201,0.2412,0.654,1766.8,3887.0,2265.0,0.0087,0.0574,23.202,3.16,0.864,100.84,16.25,23.31,9.46,ok
1SHW0QKox84,Extrawelt,Soopertrack,129.2,A#,minor,0.533,0.934,0.433,0.146,0.2355,0.264,1212.2,2638.2,1718.6,0.0039,0.02,21.885,4.28,0.922,99.6,63.67,56.17,29.71,ok
yMiIrAxQhFA,Sidewalks and Skeletons,Goth,117.5,G#,major,0.32,0.64,0.495,0.374,0.2191,0.477,1932.5,4376.7,2249.4,0.0105,0.0653,23.142,4.68,0.961,103.47,-5.36,30.73,4.35,ok
Ro0vTEuSUuo,Chezile,Beanie,136.0,C,major,0.104,0.208,0.842,0.106,0.2669,0.355,1719.4,3705.4,2084.3,0.0092,0.0701,24.083,2.18,0.855,118.37,0.5,33.05,-1.52,ok
qeAtG8wW7Vw,Aloboi,Give Me More (Just Rawer),161.5,C#,major,0.377,0.754,0.699,0.086,0.2243,0.337,2182.3,5057.3,2456.7,0.0192,0.0803,22.402,3.42,0.736,98.79,-1.07,24.45,6.28,ok
KIjoqpG4B9w,Vessel,Red Sex,129.2,C,minor,0.669,0.662,0.397,0.171,0.3392,0.375,2375.9,5342.7,2606.5,0.0172,0.0678,21.737,4.24,0.968,77.71,5.17,39.27,6.48,ok
qe8Q7mjxjig,Daft Punk,Veridis Quo,107.7,A,minor,0.771,0.458,0.477,0.566,0.1366,0.59,930.9,1537.5,1520.7,0.0007,0.0449,25.512,5.55,0.947,163.87,42.81,7.4,-3.04,ok
OCq_bGUb2SA,BADGRUB,BADGRUB - Katyusha,161.5,F,major,0.189,0.378,0.795,0.144,0.3399,0.339,2938.2,5980.7,2645.7,0.0502,0.1424,20.409,3.78,0.85,63.39,-9.28,26.61,-0.06,ok
pQsF3pzOc54,Mac DeMarco,Chamber Of Reflection,129.2,B,major,0.467,0.934,0.56,0.135,0.2386,0.222,1635.1,3395.2,2031.2,0.0073,0.0714,24.19,2.68,0.79,132.61,6.14,5.01,-1.24,ok
7A6l749SvSI,Lance Savali,TN's,89.1,E,major,0.36,0.72,0.506,0.288,0.2629,0.556,2399.8,4989.8,2431.8,0.036,0.1031,21.169,5.1,0.765,86.57,-4.81,14.82,-3.1,ok
8XJb6j2Sx-0,mikeeysmind,Resonance x Genesis x Not allowed (Slowed),129.2,C#,minor,0.538,0.924,0.493,0.041,0.2344,0.254,1049.1,1940.7,1573.5,0.0008,0.0314,24.635,3.91,0.917,166.25,-9.98,14.95,4.9,ok
nXzW8C_EbCw,Dayte tank (!),Джинн,136.0,C,major,0.39,0.78,0.78,0.201,0.3365,0.08,2217.8,4731.2,2394.0,0.0183,0.0887,21.742,4.05,0.832,91.41,-8.05,37.44,5.51,ok
AJ21voLY3BU,Mother Mother,Hayloft,95.7,A,minor,0.816,0.368,0.671,0.228,0.2926,0.23,2721.1,5495.1,2544.7,0.0359,0.1318,22.238,3.63,0.71,70.2,-12.76,35.75,5.11,ok
9TPzVDMHLik,Berk B,Petit Biscuit - You (Slowed Down Edit),172.3,F,minor,0.565,0.87,0.789,0.037,0.2662,0.204,361.8,541.8,557.8,0.0,0.0242,24.787,3.82,0.768,198.76,85.83,28.87,11.84,ok
O5xwx_QzEFw,Sohodolls,Bang Bang Bang Bang,95.7,F,minor,0.738,0.524,0.75,0.19,0.2493,0.359,2024.2,4288.1,2334.8,0.0139,0.0687,23.357,3.78,0.804,116.53,13.22,17.71,2.52,ok
h3gGxT1c6Lw,"Videoclub, Adèle Castillon, Mattyeux",Roi,107.7,F#,minor,0.713,0.574,0.783,0.296,0.1889,0.263,1820.8,4057.6,2362.7,0.0083,0.0508,23.784,2.98,0.781,111.63,26.98,34.95,12.41,ok
T6yApSiqxuI,Олеся,Прыгай вниз,99.4,E,minor,0.878,0.244,0.746,0.087,0.243,0.382,2388.5,5035.7,2432.2,0.0129,0.0946,24.652,4.23,0.787,78.41,4.01,47.76,-9.24,ok
0X3CJcJrGkU,my head is empty,what if this is the real nightmare,89.1,G,minor,0.777,0.446,0.831,0.028,0.3027,0.188,402.1,563.0,860.9,0.0,0.0162,23.178,1.42,0.806,197.07,52.38,36.87,11.68,ok
YQCeLscRU4k,𝑏𝑜𝑝𝑒𝑒𝑝 ₊˚ ᗢ,VIDEOCLUB - Roi [Instrumental] °˖✧˚,107.7,F#,minor,0.57,0.86,0.768,0.35,0.2096,0.423,918.8,1882.3,1198.4,0.0018,0.037,25.385,2.46,0.887,169.65,21.65,21.37,9.89,ok
w1nGMgaukcE,MGMT,When You Die,143.6,D,major,0.233,0.466,0.804,0.279,0.2763,0.302,2099.9,4545.1,2439.0,0.0165,0.0865,22.698,4.02,0.82,104.57,5.58,22.9,5.92,ok
fsrc_njfRTM,Jack Stauber,Beird,92.3,C#,minor,0.654,0.692,0.763,0.45,0.1834,0.385,1579.5,3326.2,1885.8,0.0101,0.0615,23.233,4.06,0.815,129.21,13.56,33.01,6.67,ok
MXkZ-eeGs6A,Człowiek Drzewo,Tame Impala - Borderline (Single Version),99.4,G,minor,0.591,0.818,0.72,0.399,0.2176,0.482,2565.2,5649.7,2665.4,0.0264,0.1047,22.62,5.28,0.866,82.55,1.15,15.9,0.57,ok
niUDtr9m4uU,Alex G,Mis,123.0,C,major,0.429,0.858,0.829,0.188,0.1479,0.436,1272.5,2532.3,1690.4,0.0026,0.0572,24.995,2.86,0.735,149.35,-9.54,28.57,17.93,ok
_kgOTj2eaSY,Rory in early 20s,陽だまりの寒さ,143.6,B,minor,0.687,0.626,0.806,0.431,0.2488,0.532,2016.0,4037.0,1995.3,0.0128,0.0987,22.688,4.1,0.884,104.31,-31.3,39.79,-12.27,ok
TlMgAsAmQKE,Cults,Always Forever,161.5,D#,major,0.305,0.61,0.737,0.124,0.2782,0.203,2035.3,4290.2,2231.4,0.01,0.0833,23.203,2.54,0.831,101.24,-16.12,19.54,-1.79,ok
dQkZve4_B2A,Mitski,I Bet on Losing Dogs,83.4,A,minor,0.679,0.642,0.595,0.136,0.1897,0.19,2438.4,5507.2,2735.4,0.0204,0.0955,22.634,2.85,0.867,88.79,6.14,24.92,11.34,ok
6Rgxqo3FNJs,Alex G,Race,86.1,E,major,0.204,0.408,0.836,0.153,0.2491,0.298,2079.1,4527.3,2410.1,0.013,0.0854,22.616,3.14,0.823,101.37,1.91,30.26,4.74,ok
IwxtFaKXG0E,Alone in My Room,Gasoline,92.3,D#,minor,0.705,0.59,0.735,0.25,0.2985,0.159,2362.5,4831.3,2455.1,0.0196,0.0982,22.951,5.4,0.86,80.15,-9.35,34.82,9.85,ok
EDOr7b876i8,Jfarrari,Timeline,78.3,G,major,0.499,0.998,0.733,0.181,0.2138,0.205,2489.2,5646.1,2681.7,0.0241,0.0892,22.214,4.87,0.896,81.0,9.67,34.69,11.68,ok
12rsVkwSsXU,Mitski,Washing Machine Heart,107.7,A,major,0.33,0.66,0.74,0.197,0.2961,0.193,2285.2,5216.0,2600.7,0.0163,0.0841,22.695,3.63,0.879,94.3,1.05,23.18,10.07,ok
5PgdZDXg0z0,David Bowie,Space Oddity,136.0,C,major,0.489,0.978,0.768,0.188,0.092,0.406,2025.1,4402.3,2303.2,0.0142,0.0833,23.03,3.58,0.809,104.06,-1.3,38.18,6.09,ok
e2qG5uwDCW4,Jack Stauber,Buttercup,117.5,D,major,0.44,0.88,0.615,0.139,0.2077,0.338,1241.0,2449.6,1390.7,0.001,0.0594,25.702,3.23,0.79,154.66,-31.13,38.69,-10.75,ok
JTeTbBKN8jA,VISHES,Чистое сияние,107.7,C,minor,0.507,0.986,0.744,0.438,0.2506,0.387,2602.2,5833.6,2825.5,0.026,0.0961,21.355,5.33,0.776,86.86,20.95,27.15,21.67,ok
dBubcKr93K0,Aphex Twin,Ptolemy,117.5,G#,major,0.498,0.996,0.578,0.15,0.2462,0.342,1823.1,4337.7,2393.1,0.0059,0.0494,20.992,6.19,0.859,113.09,23.02,30.9,0.67,ok
LfX6JxfND44,The Rah Band,Messages from the Stars,103.4,F#,minor,0.734,0.532,0.574,0.387,0.1436,0.474,1762.7,3765.1,2116.5,0.0077,0.072,23.006,5.06,0.795,113.45,0.21,30.61,2.94,ok
tNvp-BMUZik,Jack Stauber's Micropop,Fighter,136.0,A,minor,0.743,0.514,0.789,0.173,0.1673,0.405,1646.1,3258.9,1739.9,0.0087,0.0762,25.087,2.51,0.761,122.12,-8.25,35.59,5.23,ok
tCIXR_S_bW4,corn wave,apple flavoured feeling of friendship,152.0,A#,major,0.257,0.514,0.855,0.246,0.1745,0.353,2000.8,3982.3,2111.0,0.0122,0.0976,22.501,4.09,0.851,109.84,-24.37,32.56,-3.56,ok
HZik4fKw3G0,Jack Stauber's Micropop,Two Time,99.4,C,major,0.198,0.396,0.741,0.391,0.1308,0.486,2271.6,4891.5,2437.9,0.0153,0.082,24.263,3.78,0.737,79.79,9.47,34.63,5.93,ok
nbCOAPR33ME,Radiohead,Karma Police,152.0,D,major,0.267,0.534,0.664,0.131,0.2271,0.399,1956.1,4446.2,2454.3,0.0105,0.0606,23.828,2.85,0.732,102.64,15.65,30.33,16.93,ok
NUnXxh5U25Y,Radiohead,Everything In Its Right Place,123.0,C,minor,0.699,0.602,0.736,0.108,0.2111,0.165,1888.2,4508.1,2522.8,0.0073,0.0665,24.982,2.94,0.819,117.08,34.88,23.93,8.32,ok
SWATpeuKlng,yungatita,7 Weeks & 3 Days,129.2,B,major,0.469,0.938,0.547,0.261,0.2191,0.44,2592.6,5804.6,2781.8,0.0237,0.103,23.771,4.66,0.813,88.35,16.94,7.45,2.62,ok
c4j9Z9bwBBU,Kero Kero Bonito,I'd Rather Sleep,143.6,A#,major,0.178,0.356,0.88,0.209,0.2241,0.427,1949.2,4446.9,2416.6,0.0272,0.071,23.948,4.34,0.833,105.61,53.07,19.92,8.55,ok
KdqzgAKoHTU,Валентин Стрыкало,Бесполезно,99.4,D,major,0.25,0.5,0.686,0.276,0.0935,0.326,1390.9,2894.3,2001.8,0.0048,0.0364,23.133,3.39,0.814,123.83,25.46,33.97,13.59,ok
WbA0dXDaqn4,Teddy Vogel,Not Enough,95.7,E,minor,0.696,0.608,0.682,0.147,0.1557,0.333,1133.1,2315.8,1638.7,0.0013,0.04,24.11,1.96,0.836,143.5,-8.63,36.07,21.9,ok
p3NZn0mA_XI,Mazzy Star,Look On Down From The Bridge,123.0,C,major,0.15,0.3,0.918,0.021,0.1171,0.244,743.6,1226.6,1445.7,0.0006,0.0234,25.9,1.76,0.668,154.04,37.01,45.28,23.86,ok
aBKEt3MhNMM,David Bowie,Starman,99.4,C,major,0.146,0.292,0.819,0.242,0.1259,0.355,2639.2,5996.3,2773.0,0.0249,0.1049,22.934,3.9,0.723,75.44,15.84,31.96,9.7,ok
ulj5UJ5GHvE,Aphex Twin,Alberto Balsalm,95.7,D#,major,0.36,0.72,0.738,0.247,0.1063,0.524,1764.1,3695.2,2020.0,0.0122,0.0624,23.542,4.81,0.856,121.08,7.12,22.73,-9.17,ok
nSci3-eoS_Y,Maddie Ashman,Dark,129.2,D,major,0.319,0.638,0.631,0.253,0.0483,0.932,1865.4,3553.7,2062.6,0.0092,0.0871,25.631,2.41,0.655,89.87,-8.76,12.62,2.51,ok
rXPpZEqG2eA,Ludovico Einaudi,Nobody Knows,58.7,G,major,0.209,0.418,0.937,0.02,0.0502,0.554,405.0,486.9,823.9,0.0,0.0257,24.29,2.36,0.727,163.78,87.2,29.75,11.48,ok
7M6pS2jANXA,Daniël Tomàs,Equinox,215.3,E,minor,0.829,0.342,0.871,0.032,0.0522,0.61,441.7,525.3,849.5,0.0,0.0268,24.331,1.96,0.633,151.6,78.44,31.65,15.29,ok
Bmbvfe93x4s,ФИНПРИВИВКА,"Ослик, суслик, паукан и мокренькая кисонька",95.7,G#,minor,0.659,0.682,0.395,0.146,0.0284,0.625,1702.1,3450.6,1824.8,0.0385,0.0638,26.941,4.65,0.676,100.7,1.9,51.16,-11.68,ok
cxIT1GQZZTs,Гипнобаза,Последний день весны,143.6,B,major,0.139,0.278,0.906,0.283,0.2661,0.3,2335.0,5263.9,2587.7,0.0201,0.0839,22.381,3.45,0.839,91.2,7.45,25.36,7.65,ok
ewndA-tF_Ao,"Khatia Buniatishvili, Johann Sebastian Bach","Bach: Prelude in B minor, BWV 855a (Arr. by Alexander Siloti)",103.4,B,minor,0.753,0.494,0.82,0.023,0.0231,0.533,562.7,749.9,616.7,0.0,0.0492,24.776,3.26,0.632,193.88,52.66,-4.77,-2.68,ok
xGp0-MYEbxg,OCEAN187,ICY SHINE 666 X GODLESS - SECT,112.3,D#,minor,0.838,0.324,0.464,0.126,0.5022,0.254,2377.2,5015.3,2395.9,0.0119,0.0821,20.602,5.81,0.84,72.7,-1.54,60.72,-0.84,ok
qYcoJpqCha4,Nujabes,aruarian dance,99.4,G#,minor,0.768,0.464,0.52,0.48,0.242,0.488,1074.5,2159.6,1519.9,0.0023,0.0445,23.231,4.04,0.92,155.42,8.07,45.98,5.09,ok
ZDgNiNLqrvU,corn wave,velvet,112.3,E,minor,0.785,0.43,0.653,0.249,0.2635,0.196,1163.9,2276.9,1336.3,0.0038,0.0642,22.533,4.31,0.87,179.7,-34.27,24.72,0.71,ok
ZEMBDKMtHqM,Nirvana,Come As You Are,123.0,D,minor,0.648,0.704,0.499,0.298,0.2342,0.221,2665.3,5810.0,2688.8,0.0282,0.1183,22.162,2.78,0.822,73.37,5.2,38.58,9.15,ok
CvjRlYpXS5U,Radiohead,Jigsaw Falling Into Place,83.4,B,minor,0.677,0.646,0.689,0.156,0.2758,0.186,2029.5,4657.3,2558.2,0.0157,0.0642,21.827,4.49,0.831,104.23,20.26,23.74,8.9,ok
Mu9G2zm1PhE,Кровосток,Куртец,136.0,E,minor,0.788,0.424,0.771,0.374,0.1966,0.274,2031.4,4290.4,2313.8,0.0174,0.0829,23.503,5.11,0.774,118.62,4.51,12.45,14.1,ok
Y_J5MG2rNH0,NESYA,delulu,95.7,C,minor,0.831,0.338,0.73,0.236,0.2608,0.337,2624.7,5547.2,2660.2,0.0289,0.1112,22.492,5.33,0.886,79.01,-1.82,20.45,13.62,ok
ZJTuh5cW-SY,TTSSFU,I Hope You Die,152.0,A,minor,0.831,0.338,0.787,0.205,0.1753,0.242,1571.4,3344.9,2099.7,0.005,0.0588,22.981,4.39,0.904,113.88,4.37,52.75,25.22,ok
TR5jmT0IRms,corn wave,dvd,129.2,F#,minor,0.867,0.266,0.866,0.118,0.2662,0.14,1099.1,2085.8,1406.6,0.0017,0.0507,22.553,4.38,0.901,181.93,-19.01,27.87,-9.86,ok
XpieZ5mLJRo,moonvampire  ,vampire,71.8,A,minor,0.506,0.988,0.587,0.318,0.1961,0.378,1804.3,3824.3,2011.7,0.0086,0.0715,21.975,3.85,0.92,119.54,-14.07,37.14,-3.74,ok
ei3PlyG8S4Q,Jfarrari,Here Lies Assumptions,99.4,D,minor,0.808,0.384,0.718,0.193,0.2117,0.201,3054.4,6221.6,2648.3,0.0494,0.1583,22.642,5.07,0.847,61.9,-17.35,27.65,10.89,ok
Xps2MU_uVps,Los Retros,Someone To Spend Time With,89.1,E,major,0.221,0.442,0.806,0.246,0.1419,0.394,1334.5,2742.7,1750.6,0.0054,0.053,23.866,3.25,0.846,139.39,5.32,35.92,4.78,ok
21iLn_Kth3g,Sonic Youth,Incinerate,76.0,D#,major,0.422,0.844,0.843,0.222,0.2689,0.168,1653.8,3728.0,2199.1,0.0079,0.0529,22.005,4.62,0.766,119.4,8.45,36.69,13.59,ok
3vEiqil5d3Q,The Rare Occasions,Notion,161.5,A,major,0.391,0.782,0.672,0.264,0.3165,0.333,1935.2,3836.4,2160.2,0.0113,0.0899,22.6,3.62,0.757,107.62,-18.4,26.35,8.91,ok
FvGwWacBIgA,Alone in My Room,Waiting,136.0,F,minor,0.643,0.714,0.806,0.403,0.3673,0.331,2346.4,4773.6,2266.5,0.0247,0.1138,21.059,2.75,0.849,89.13,-24.16,45.06,5.59,ok
hTWKbfoikeg,Nirvana,Smells Like Teen Spirit,117.5,F,minor,0.531,0.938,0.766,0.351,0.2105,0.277,2707.4,5498.6,2559.6,0.0406,0.1335,21.697,2.04,0.806,66.5,-6.67,38.65,10.96,ok
g78_lRoomcE,Pastel Ghost,Dark Beach,129.2,D,minor,0.709,0.582,0.693,0.334,0.2997,0.274,2008.6,5022.1,2530.1,0.0088,0.0624,21.959,5.97,0.948,106.16,15.7,32.46,5.6,ok
mB16VZbXcRk,Электрофорез,Друзья (Ты и я),143.6,G,major,0.29,0.58,0.598,0.353,0.2851,0.327,2496.0,5263.4,2499.4,0.0243,0.1061,22.602,2.85,0.806,82.57,-6.88,26.27,-5.08,ok
84xapsXPhEY,Пасош,я очень устал,117.5,C,minor,0.503,0.994,0.391,0.253,0.202,0.268,2005.7,4198.1,2223.3,0.0148,0.0858,23.063,2.75,0.811,112.89,-9.26,29.89,9.23,ok
aU7JhRNaboE,angel vox,Возвращайся,112.3,E,minor,0.524,0.952,0.745,0.168,0.3382,0.197,1570.0,3682.6,2313.0,0.0051,0.0427,21.817,3.41,0.881,129.23,30.75,32.12,11.78,ok
0FJfjEuX57k,Сова,Остаться,103.4,E,minor,0.761,0.478,0.588,0.298,0.3091,0.233,2746.8,5494.4,2408.4,0.0271,0.1324,23.212,5.09,0.854,68.29,-24.7,36.14,1.34,ok
1_tjOgqG8Yc,Mac DeMarco,My Kind of Woman,92.3,A,major,0.481,0.962,0.545,0.141,0.2349,0.222,2166.5,4665.0,2354.4,0.0155,0.0903,23.66,3.19,0.826,96.45,-3.52,41.07,-4.48,ok
latEhwt1uis,The Cure,Boys Don't Cry,112.3,A,major,0.334,0.668,0.727,0.359,0.1057,0.338,2184.8,4505.2,2291.1,0.0142,0.0996,23.256,5.21,0.764,93.6,-15.12,37.9,4.91,ok
lZMQpP0cf9A,Moonryme,☆ chamber of reflection // mac demarco (lyrics),129.2,B,major,0.292,0.584,0.646,0.128,0.1205,0.239,1599.6,3308.7,2014.3,0.0071,0.0692,24.007,2.62,0.796,134.03,6.47,4.6,-1.22,ok
xRzbLQ_WKPs,David Dean Burkhart,Steve Lacy - Dark Red,86.1,F#,major,0.415,0.83,0.4,0.455,0.2813,0.376,1823.2,3817.0,2134.7,0.0098,0.0783,22.906,2.87,0.871,114.81,-5.35,30.57,-0.7,ok
GpDwK2K2Osk,OTRAVLENNA,Прошлое,129.2,G#,minor,0.832,0.336,0.708,0.145,0.3323,0.211,1381.6,2872.1,1929.8,0.0037,0.0452,23.467,2.98,0.818,134.43,1.79,30.55,15.82,ok
